Link,Image,Tên nhà hàng,Loại hình,Phong cách món ăn,Đối tượng phù hợp,Đánh giá trung bình,Tổng số bình luận,Bình luận tuyệt vời,Bình luận khá tốt,Bình luận trung bình,Bình luận kém,Điểm không gian,Điểm vị trí,Điểm chất lượng,Điểm phục vụ,Điểm giá cả,Đường,Quận,Thành phố,Giờ mở cửa,Khoảng giá,Restaurant ID
https://www.foody.vn/ha-noi/mint-bar-pullman-hanoi-hotel,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb9s80ghhi19d@resize_ss576x330,Mint Bar & Cafe - Pullman Hanoi Hotel,"Bar/Pub, Sang trọng",Món Việt,"Gia đình, Giới Manager, Khách du lịch",7.5,2,0,2,0,0,7.5,7.5,7.5,7.5,7.5,40 Cát Linh,Quận Đống Đa,Hà Nội,07:00 - 23:30,100.000đ - 500.000đ,1677
https://www.foody.vn/ha-noi/buffet-sen-ly-thai-to,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9pnludq21nd1@resize_ss576x330,Buffet Sen - Lý Thái Tổ,"Buffet, Tiệc & Sự kiện",Quốc tế,"Gia đình, Nhóm hội, Giới văn phòng",7.6,141,16,93,26,4,7.6,8.0,7.7,7.7,6.8,"60 Lý Thái Tổ, P. Tràng Tiền",Quận Hoàn Kiếm,Hà Nội,09:00 - 23:00,295.000đ - 395.000đ,176
https://www.foody.vn/ha-noi/seoul-jung-chef-dzung-s,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc2kv1oiqcb2a@resize_ss576x330,Chef Dzung - BBQ & Hotpot Buffet,Buffet,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",7.4,150,23,95,20,12,7.4,7.5,7.7,7.4,7.1,"Tầng 3, TTTM 71 Nguyễn Chí Thanh, P. Láng Hạ",Quận Đống Đa,Hà Nội,11:00 - 14:30 | 18:00 - 22:30,300.000đ - 500.000đ,643
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-royal-city,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe3j9m5ah2337@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Royal City,Nhà hàng,Món Hàn,,8.1,176,68,76,25,7,8.2,8.2,8.5,8.2,7.7,"B2 R2, Royal City, 72A Nguyễn Trãi",Quận Thanh Xuân,Hà Nội,09:00 - 22:00,300.000đ - 550.000đ,1080
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-big-c-thang-long,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwefmavqug2h93@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Big C Thăng Long,Nhà hàng,Món Hàn,,7.1,71,15,33,14,8,7.2,7.5,7.3,6.8,6.8,"Tầng 1, Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,09:00 - 22:00,300.000đ - 550.000đ,1072
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-tran-thai-tong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwf37p3x9v4p8b@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Trần Thái Tông,Nhà hàng,Món Hàn,,6.8,91,20,32,20,19,7.0,7.5,6.8,6.2,6.6,"103D5A Trần Thái Tông, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,09:00 - 22:00,50.000đ - 200.000đ,1085
https://www.foody.vn/ha-noi/gogi-house-mipec-tower,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwb3iqot36xlde@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Mipec Tower,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Giới văn phòng",7.5,82,15,47,17,3,7.5,7.8,7.8,7.5,7.0,"Tầng 1, Mipec Tower, 229 Tây Sơn",Quận Đống Đa,Hà Nội,09:00 - 22:00,150.000đ - 250.000đ,1075
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-pham-ngoc-thach,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9zpuuxus4970@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Phạm Ngọc Thạch,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng, Giới Manager",7.4,103,21,53,21,8,7.5,7.8,7.6,7.1,6.8,B4 Phạm Ngọc Thạch,Quận Đống Đa,Hà Nội,09:00 - 22:00,100.000đ - 300.000đ,1078
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-bui-thi-xuan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8lkdrt559536@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Bùi Thị Xuân,Nhà hàng,Món Hàn,,9.0,166,115,33,11,7,9.0,9.1,9.1,8.9,8.8,151 Bùi Thị Xuân,Quận Hai Bà Trưng,Hà Nội,09:00 - 22:00,300.000đ - 500.000đ,1073
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-trung-hoa,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfudtsbs7vf53@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Trung Hòa,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Giới văn phòng, Giới Manager",7.7,85,28,31,19,7,7.9,8.1,7.7,7.4,7.3,"124 Trung Hòa, P. Yên Hòa",Quận Cầu Giấy,Hà Nội,09:00 - 22:30,299.000đ - 500.000đ,1082
https://www.foody.vn/ha-noi/gogi-house-tran-phu-ha-dong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgtu50xka8r64@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Trần Phú Hà Đông,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Giới văn phòng",7.0,46,10,18,9,9,7.1,7.5,7.0,6.6,6.7,146 Trần Phú,Quận Hà Đông,Hà Nội,11:00 - 22:00,165.000đ - 300.000đ,1084
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-water-mark,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmc9493h70e@resize_ss800x450,GoGi House - Nướng Hàn Quốc - Water Mark,"Buffet, Nhà hàng",Món Hàn,"Gia đình, Nhóm hội",8.5,103,69,15,9,10,8.6,8.8,8.6,8.3,8.2,"Chung Cư Water Mark, 395 Lạc Long Quân",Quận Tây Hồ,Hà Nội,09:00 - 22:00,270.000đ - 500.000đ,1090
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-vincom-center-nguyen-chi-thanh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaqy3g37a3f7c@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Vincom Center Nguyễn Chí Thanh,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Nhóm hội",8.0,79,39,19,13,8,8.0,8.3,8.2,7.9,7.7,"Tầng 5, Vincom Center Nguyễn Chí Thanh, 54A Nguyễn Chí Thanh, P. Láng Thượng",Quận Đống Đa,Hà Nội,08:00 - 22:00,100.000đ - 300.000đ,1087
https://www.foody.vn/ha-noi/gogi-house-huynh-thuc-khang,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbsz9s0rra121@resize_ss576x330,Gogi House - Nướng Hàn Quốc - Huỳnh Thúc Kháng,Nhà hàng,Món Việt,"Gia đình, Nhóm hội",8.1,107,53,38,5,11,8.1,8.3,8.1,8.2,7.9,45 Huỳnh Thúc Kháng,Quận Đống Đa,Hà Nội,08:00 - 22:00,100.000đ - 300.000đ,1094
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-mipec-long-bien,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9gkcgecxjt66@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Mipec Long Biên,Buffet,Món Hàn,"Sinh viên, Gia đình",8.6,17,9,6,1,1,8.4,8.8,9.1,8.8,8.1,"Tầng 5, TTTM Mipec Long Biên, Long Biên 2",Quận Long Biên,Hà Nội,09:00 - 22:00,100.000đ - 300.000đ,1074
https://www.foody.vn/ha-noi/gogi-house-tan-mai,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwbmnt7rqnrv24@resize_ss576x330,Gogi House - Nướng Hàn Quốc - Tân Mai,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",8.8,40,24,13,2,1,9.0,9.1,9.2,8.7,8.4,109 Tân Mai,Quận Hoàng Mai,Hà Nội,10:00 - 22:00,200.000đ - 400.000đ,1097
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-nguy-nhu-kon-tum,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bm6orjcnv82@resize_ss800x450,GoGi House - Nướng Hàn Quốc - Ngụy Như Kon Tum,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",6.9,17,2,9,4,2,7.1,7.2,7.2,6.3,6.7,100 Ngụy Như Kon Tum,Quận Thanh Xuân,Hà Nội,10:00 - 15:00 | 17:00 - 22:00,200.000đ - 400.000đ,1077
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-artemis-tower,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgkk3xivemzdc@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Artemis Tower,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Nhóm hội",7.9,48,14,28,2,4,8.2,8.0,8.1,8.0,7.4,"Tòa Nhà Artemis, 3 Lê Trọng Tấn",Quận Thanh Xuân,Hà Nội,10:00 - 22:00,100.000đ - 400.000đ,1071
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-nguyen-hoang,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweoy731ddcr7a@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Nguyễn Hoàng,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Nhóm hội",8.3,22,12,6,2,2,8.6,8.5,8.5,8.2,7.8,"Tòa nhà SUCED, 108 Nguyễn Hoàng",Quận Nam Từ Liêm,Hà Nội,11:00 - 22:00,150.000đ - 400.000đ,1076
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-tran-van-lai,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmgw4lrkp49@resize_ss800x450,GoGi House - Nướng Hàn Quốc - Trần Văn Lai,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Nhóm hội",8.3,13,8,3,1,1,8.0,8.3,8.6,8.6,7.9,123 Trần Văn Lai,Quận Nam Từ Liêm,Hà Nội,10:00 - 22:00,100.000đ - 400.000đ,1086
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-van-phuc,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw96j6d1cjix05@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Vạn Phúc,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",9.7,4,3,1,0,0,9.8,9.3,9.8,10.0,9.8,"20-21 Shop House, Tố Hữu, P. Vạn Phúc",Quận Hà Đông,Hà Nội,10:00 - 14:00 | 17:30 - 22:30,150.000đ - 250.000đ,1089
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-trang-tien-plaza,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwetbui61iopd9@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Tràng Tiền Plaza,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Nhóm hội",8.2,17,11,3,0,2,8.2,8.3,8.4,8.1,8.0,"Gian 5-04, Tầng 5, TTTM Tràng Tiền Plaza, 24 Hai Bà Trưng",Quận Hoàn Kiếm,Hà Nội,10:00 - 22:00,299.000đ - 500.000đ,1083
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-to-hieu,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwdb2oqrpt5lc4@resize_ss576x330,Gogi House - Nướng Hàn Quốc - Tô Hiệu,Nhà hàng,Món Hàn,"Cặp đôi, Gia đình, Nhóm hội",8.3,7,4,1,0,1,9.6,8.6,8.0,8.3,7.3,191 Tô Hiệu,Quận Cầu Giấy,Hà Nội,10:00 - 22:00,300.000đ - 550.000đ,1098
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-aeon-mall-long-bien,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwg1kzenel7f61@resize_ss576x330,Gogi House - Nướng Hàn Quốc - AEON Mall Long Biên,Nhà hàng,Món Nhật,"Gia đình, Nhóm hội, Giới văn phòng",9.3,17,14,2,0,1,9.5,9.3,9.4,9.4,9.2,"Tầng 3, Lô T312 - 3, TTTM Aeon Mall Long Biên, 27 Cổ Linh, P. Long Biên",Quận Long Biên,Hà Nội,10:00 - 22:00,30.000đ - 300.000đ,1092
https://www.foody.vn/ha-noi/gogi-house-quan-nuong-han-quoc-nguyen-van-loc   ,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhw1mduwkij17@resize_ss576x330,Gogi House - Quán Nướng Hàn Quốc - Nguyễn Văn Lộc,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",9.2,64,54,6,0,4,9.3,9.1,9.3,9.3,8.9,"Khu Nhà Ở Liền Kề 3C - 10, 11, 24, 25 Nguyễn Văn Lộc, Khu Đô Thị Mỗ Lao",Quận Hà Đông,Hà Nội,10:00 - 22:00,89.000đ - 500.000đ,1099
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-ham-nghi,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9dazq6qj8b65@resize_ss576x330,Gogi House - Nướng Hàn Quốc - Hàm Nghi,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",9.0,5,3,2,0,0,9.2,9.2,9.2,9.0,8.6,"TT01-04 21 22 HD Mon Hàm Nghi, Hàm Nghi",Quận Nam Từ Liêm,Hà Nội,10:00 - 22:00,100.000đ - 300.000đ,1095
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-savico,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgye6qf9w4ba4@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Savico,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",10.0,60,59,1,0,0,10.0,10.0,10.0,10.0,10.0,"Tầng 3, TTTM Savico Mega Mall, 7-9 Nguyễn Văn Linh",Quận Long Biên,Hà Nội,10:00 - 14:30 | 17:30 - 22:00,50.000đ - 300.000đ,1081
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-quan-su,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc1hiire7rv72@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Quán Sứ,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",8.6,3,2,0,1,0,9.0,9.0,9.0,7.0,9.0,"30 - 32 Quán Sứ, P. Hàng Bông",Quận Hoàn Kiếm,Hà Nội,10:30 - 22:00,100.000đ - 300.000đ,1079
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-vinhomes-ocean-park,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcpcfs1vm55be@resize_ss576x330,GoGi House - Nướng Hàn Quốc - Vinhomes Ocean Park,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",9.7,26,25,0,1,0,9.8,9.8,9.8,9.7,9.6,"L4 - 30 Vinhomes Ocean Park, Xã Đa Tốn",Huyện Gia Lâm,Hà Nội,10:30 - 22:00,100.000đ - 300.000đ,1088
https://www.foody.vn/ha-noi/gogi-house-nuong-han-quoc-aeon-mall-ha-dong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8twh0rw9976b@resize_ss576x330,Gogi House - Nướng Hàn Quốc - Aeon Mall Hà Đông,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",9.4,2,1,1,0,0,9.5,9.5,9.5,9.5,9.0,"Lô T254 - T255, Tầng 2 Aeon Mall Hà Đông, P. Dương Nội",Quận Hà Đông,Hà Nội,10:00 - 22:00,100.000đ - 300.000đ,1093
https://www.foody.vn/ha-noi/isushi-buffet-nhat-ban-nguyen-chi-thanh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bm9y58gd713@resize_ss800x450,Isushi Nguyễn Chí Thanh - Nhà Hàng Buffet Nhật Bản,Buffet,Món Nhật,"Gia đình, Nhóm hội, Giới văn phòng, Khách du lịch",8.0,184,68,78,23,15,8.1,8.3,8.3,7.9,7.4,16 Nguyễn Chí Thanh,Quận Ba Đình,Hà Nội,10:00 - 21:30,200.000đ - 500.000đ,1306
https://www.foody.vn/ha-noi/isushi-buffet-nhat-ban-trieu-viet-vuong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmcugixndd4@resize_ss800x450,Isushi Triệu Việt Vương - Nhà Hàng Buffet Nhật Bản,Buffet,Món Nhật,"Gia đình, Nhóm hội, Giới văn phòng",8.3,132,67,46,7,12,8.4,8.4,8.5,8.4,8.1,"158 Triệu Việt Vương, P. Bùi Thị Xuân",Quận Hai Bà Trưng,Hà Nội,10:00 - 21:30,50.000đ - 220.000đ,1308
https://www.foody.vn/ha-noi/isushi-buffet-nhat-ban-hoang-dao-thuy,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9n25gp4j4p1e@resize_ss576x330,Isushi Hoàng Đạo Thúy - Nhà Hàng Buffet Nhật Bản,Buffet,Món Nhật,"Cặp đôi, Gia đình, Nhóm hội",9.1,62,49,7,2,4,9.3,9.2,9.2,8.9,8.8,"Tầng 2, Tháp A, Tòa UDIC Complex, N04 Hoàng Đạo Thúy",Quận Thanh Xuân,Hà Nội,10:00 - 21:30,200.000đ - 500.000đ,1305
https://www.foody.vn/ha-noi/isushi-buffet-nhat-ban-thai-ha,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwer5mer3f89bf@resize_ss576x330,Isushi Thái Hà - Nhà Hàng Buffet Nhật Bản,Buffet,Món Nhật,"Cặp đôi, Gia đình, Nhóm hội",9.1,86,66,14,2,4,9.1,9.2,9.3,9.2,8.9,"Tầng 2, Tòa Nhà Viet Tower, 1 Thái Hà, P. Trung Liệt",Quận Đống Đa,Hà Nội,10:00 - 21:30,200.000đ - 500.000đ,1307
https://www.foody.vn/ha-noi/isushi-buffet-nhat-ban-aeon-mall-ha-dong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwhlqwsqldqxda@resize_ss576x330,Isushi AeonMall Hà Đông - Nhà Hàng Buffet Nhật Bản,Buffet,Món Nhật,"Gia đình, Nhóm hội, Giới văn phòng",9.6,60,57,0,0,3,9.7,9.8,9.6,9.6,9.6,"Lô T162, Tầng 1 Aeon Mall Hà Đông, P. Dương Nội",Quận Hà Đông,Hà Nội,10:00 - 21:30,200.000đ - 500.000đ,1304
https://www.foody.vn/ha-noi/yakimono-nuong-nhat-ban-nguyen-hong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw7i0ym5aqqhec@resize_ss576x330,Yakimono - Nướng Nhật Bản - Nguyên Hồng,Nhà hàng,Món Nhật,"Cặp đôi, Gia đình, Giới văn phòng",6.6,150,9,76,38,26,6.5,6.9,6.6,6.3,6.8,"36 Nguyên Hồng, P. Láng Hạ",Quận Đống Đa,Hà Nội,09:00 - 23:00,150.000đ - 250.000đ,2865
https://www.foody.vn/ha-noi/yakimono-thit-nuong-nhat-ban-tran-thai-tong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lweev28juzffe6@resize_ss576x330,Yakimono - Nướng Nhật Bản - Trần Thái Tông,"Buffet, Nhà hàng",Món Nhật,"Cặp đôi, Gia đình, Nhóm hội",6.3,87,1,44,24,17,6.3,6.6,6.1,6.2,6.5,"A109 D5 Trần Thái Tông, P. Dịch Vọng Hậu",Quận Cầu Giấy,Hà Nội,09:00 - 23:00,98.000đ - 198.000đ,2867
https://www.foody.vn/ha-noi/yakimono-nuong-nhat-ban-le-trong-tan,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9giwf8i2u1b3@resize_ss576x330,Yakimono - Nướng Nhật Bản - Lê Trọng Tấn,"Buffet, Nhà hàng",Món Nhật,"Gia đình, Nhóm hội, Giới văn phòng",6.1,53,1,23,15,14,6.1,7.3,5.7,5.3,6.1,98 Lê Trọng Tấn,Quận Thanh Xuân,Hà Nội,09:00 - 23:00,98.000đ - 198.000đ,2864
https://www.foody.vn/ha-noi/yakimono-nuong-nhat-ban-tran-binh,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwi9cs6twk4948@resize_ss576x330,Yakimono - Nướng Nhật Bản - Trần Bình,Nhà hàng,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",5.7,46,3,18,6,18,6.1,6.1,5.4,5.2,5.5,170 Trần Bình,Quận Nam Từ Liêm,Hà Nội,08:00 - 22:00,99.000đ - 199.000đ,2866
https://www.foody.vn/ha-noi/yakimono-nuong-nhat-ban-linh-dam,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwgaf5smwjq36e@resize_ss576x330,Yakimono - Nướng Nhật Bản - Linh Đàm,Nhà hàng,Món Nhật,"Gia đình, Nhóm hội, Giới văn phòng",8.0,15,2,10,3,0,7.5,8.1,8.4,7.8,8.3,Ô Sô 5 Dãy A Lô TT3 KĐT Tây Nam Linh Đàm,Quận Hoàng Mai,Hà Nội,10:00 - 14:00 | 17:00 - 21:00,150.000đ - 250.000đ,2863
https://www.foody.vn/ha-noi/yakimono-nuong-nhat-ban-vincom-tran-duy-hung,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9vd4y80z4r8b@resize_ss576x330,Yakimono - Nướng Nhật Bản - Vincom Trần Duy Hưng,Nhà hàng,Món Nhật,"Gia đình, Nhóm hội, Giới văn phòng",5.5,10,3,1,0,6,5.6,6.4,5.1,5.2,5.3,L4 - 04B Vincom Center Trần Duy Hưng,Quận Cầu Giấy,Hà Nội,09:00 - 22:00,98.000đ - 238.000đ,2868
https://www.foody.vn/ha-noi/yakimono-nuong-nhat-ban-aeon-mall-ha-dong,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwaq3i6uu3fd62@resize_ss576x330,Yakimono - Nướng Nhật Bản - Aeon Mall Hà Đông,"Buffet, Nhà hàng",Món Nhật,,7.2,4,1,2,0,1,6.8,8.0,7.3,7.3,6.5,"T246, Tầng 2 TTTM Aeon Mall Hà Đông",Quận Hà Đông,Hà Nội,09:00 - 22:00,19.000đ - 250.000đ,2862
https://www.foody.vn/ha-noi/huong-sen,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwc9zxvae47ta2@resize_ss576x330,Nhà Hàng Hương Sen - Buffet Hải Sản Cao Cấp,"Buffet, Nhà hàng, Tiệc & Sự kiện",Món Việt,"Cặp đôi, Gia đình, Nhóm hội",7.5,85,26,31,20,8,7.8,7.7,7.5,7.5,7.3,"269 Đỗ Đức Dục, Mễ Trì",Quận Nam Từ Liêm,Hà Nội,10:00 - 22:00,30.000đ - 550.000đ,1886
https://www.foody.vn/ha-noi/k-pub-korean-bbq-garden-times-city,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8blyehp909a7@resize_ss800x450,K-Pub - Korean BBQ Garden - Times City,"Buffet, Nhà hàng",Món Hàn,"Sinh viên, Gia đình",7.7,87,27,36,18,6,7.8,7.7,7.8,7.5,7.9,"B1 Times City, 458 Minh Khai, P. Vĩnh Tuy",Quận Hai Bà Trưng,Hà Nội,09:00 - 22:30,100.000đ - 300.000đ,1331
https://www.foody.vn/ha-noi/k-pub-korean-grill-pub-royal-city,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwcko40bm95l2b@resize_ss576x330,K-Pub - Korean Grill Pub - Royal City,"Buffet, Nhà hàng",Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",8.6,35,21,8,6,0,8.3,8.7,8.8,8.6,8.7,"B2-R2 18-19 Royal City, 72A Nguyễn Trãi",Quận Thanh Xuân,Hà Nội,11:00 - 23:00,99.000đ - 199.000đ,1332
https://www.foody.vn/ha-noi/k-pub-korean-bbq-garden-centre-point,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwglkvwxcdsrdc@resize_ss576x330,K-Pub - Korean BBQ Garden - Centre Point,Nhà hàng,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",9.6,5,4,1,0,0,9.6,9.4,9.8,9.4,9.6,"Tầng 4, Centre Point, 27 Lê Văn Lương",Quận Thanh Xuân,Hà Nội,10:00 - 22:00,100.000đ - 300.000đ,1330
https://www.foody.vn/ha-noi/k-pub-big-c,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwfsrme2552160@resize_ss576x330,K-Pub - Big C,Buffet,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",7.5,6,4,0,0,2,7.7,8.0,7.3,7.0,7.3,"Tầng 1, TTTM Big C Thăng Long, 222 Trần Duy Hưng, P. Trung Hòa",Quận Cầu Giấy,Hà Nội,10:00 - 22:00,100.000đ - 300.000đ,1329
https://www.foody.vn/ha-noi/buffet-poseidon-seafood-bbq-hotpot-buffet,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bm0k6i5ej6d@resize_ss800x450,Buffet Poseidon - Seafood BBQ & Hotpot Buffet - Center Point,Nhà hàng,Quốc tế,"Gia đình, Giới văn phòng",8.0,125,57,39,19,10,8.0,8.1,8.1,7.9,7.9,"Tầng 4 - 5 Center Point, 27 Lê Văn Lương",Quận Thanh Xuân,Hà Nội,10:00 - 22:00,338.000đ - 358.000đ,173
https://www.foody.vn/ha-noi/buffet-poseidon-seafood-bbq-hotpot-buffet-artemis-tower,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwa7c00vg63f89@resize_ss576x330,Buffet Poseidon - Seafood BBQ & Hotpot Buffet - Artemis Tower,Buffet,Quốc tế,"Cặp đôi, Gia đình, Nhóm hội",9.3,89,77,8,3,1,9.2,9.0,9.6,9.4,9.3,"Tầng 3, Artemis Tower, 3 Lê Trọng Tấn",Quận Thanh Xuân,Hà Nội,10:00 - 22:00,338.000đ - 358.000đ,172
https://www.foody.vn/ha-noi/d-maris-buffet-cao-cap-mipec-tay-son,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw9v9nj1ke6zdf@resize_ss576x330,D'Maris - Buffet Cao Cấp - Mipec Tây Sơn,Buffet,Món Hàn,"Gia đình, Nhóm hội, Giới văn phòng",7.5,52,21,9,21,1,7.9,7.4,7.4,7.7,7.1,"Tầng 3 Lotte Mart, Mipec Tower, 229 Tây Sơn",Quận Đống Đa,Hà Nội,10:00 - 22:00,300.000đ - 600.000đ,916
https://www.foody.vn/ha-noi/nghien-lau-buffet,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lwe0riqbzwm155@resize_ss576x330,Nghiện Lẩu Buffet,Buffet,Món Việt,"Gia đình, Nhóm hội, Giới văn phòng",6.6,52,0,26,16,7,5.9,7.1,6.3,6.5,7.0,"2B Ngõ Bà Triệu, Bà Triệu",Quận Hai Bà Trưng,Hà Nội,11:00 - 14:00 | 18:00 - 22:00,127.000đ - 157.000đ,1822
https://www.foody.vn/ha-noi/lau-bang-chuyen-kichi-kichi-vincom-center,https://down-vn.img.susercontent.com/vn-11134259-7r98o-lw8bmw58a7rvfb@resize_ss800x450,Kichi Kichi Lẩu Băng Chuyền - Vincom Bà Triệu,Nhà hàng,Món Nhật,"Cặp đôi, Gia đình, Nhóm hội, Giới văn phòng",8.0,77,26,36,13,2,7.9,8.4,8.1,7.9,7.7,"Tầng 5, Vincom Bà Triệu, 191 Bà Triệu",Quận Hai Bà Trưng,Hà Nội,10:00 - 22:00,149.000đ - 220.000đ,1417
